DFS,Discover Financial Services Common Stock,29829250000
ROK,Rockwell Automation Inc. Common Stock,29809466035
LI,Li Auto Inc. American Depositary Shares,29765788182
EQR,Equity Residential Common Shares of Beneficial Interest,29756191511
BAESY,BAE Systems plc Sponsored ADRs,29702545177
WIT,Wipro Limited Common Stock,29689527215
OCPNY,Olympus Corp. Sponsored ADRs,29601233840
TSN,Tyson Foods Inc. Common Stock,29567506906
CLLNY,Cellnex Telecom Unsp/Adrs,29564342548
BACHY,Bank of China Limited Unsponsored ADRs Class H,29518663569
ADRNY,Royal Ahold Delhaize N.V. Sponsored ADRs,29437157596
BRDCY,Bridgestone Corp Unsp/Adrs,29190257239
RWEOY,RWE AG Sponsored ADRs,29172132871
CSGP,CoStar Group Inc. Common Stock,29122558962
GOLD,Barrick Gold Corporation Common Stock (BC),29061065257
APTV,Aptiv PLC Ordinary Shares,28921876244
AWK,American Water Works Company Inc. Common Stock,28853332565
NOK,Nokia Corporation Sponsored American Depositary Shares,28836090942
LVS,Las Vegas Sands Corp. Common Stock,28822197628
OKE,ONEOK Inc. Common Stock,28717410793
EXR,Extra Space Storage Inc Common Stock,28616381391
FUJIY,Fujifilm Hldgs Corp Adrs,28546289132
CBRE,CBRE Group Inc Common Stock Class A,28237483260
SLF,Sun Life Financial Inc. Common Stock,28237026578
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),28211623051
WTKWY,Wolters Kluwer NV Sponsored ADRs,28131230955
ALPMY,Astellas Pharma Unsp/Adrs,28088529098
VLVLY,Volvo Ab Unsp/Adrs,27909314905
HRL,Hormel Foods Corporation Common Stock,27826993121
ORAN,Orange,27704360278
SCMWY,Swisscom AG Sponsored ADRs,27682958339
EIX,Edison International Common Stock,27366366450
WY,Weyerhaeuser Company Common Stock,27323076600
STT,State Street Corporation Common Stock,27277355993
EBAY,eBay Inc. Common Stock,27174737233
ARE,Alexandria Real Estate Equities Inc. Common Stock,27071321392
SIVB,SVB Financial Group Common Stock,27027343392
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,26995789759
HAL,Halliburton Company Common Stock,26905941157
FERG,Ferguson plc Ordinary Shares,26892394102
SQM,Sociedad Quimica y Minera S.A. Common Stock,26855666708
RBLX,Roblox Corporation Class A Common Stock,26747094509
DHI,D.R. Horton Inc. Common Stock,26688977753
CEG,Constellation Energy Corporation Common Stock ,26658633259
RDSMY,Koninklijke DSM N.V. Sponsored ADRs,26475797540
CAJ,Canon Inc. American Depositary Shares,26423265882
FJTSY,Fujitsu Ltd Unsp/Adrs,26372031995
AMADY,Amadeus It Group Unsp/Adrs,26336183524
VWDRY,Vestas Wind Sys Unsp/Adrs,26266647433
DTE,DTE Energy Company Common Stock,26240032643
BDRFY,Beiersdorf Ag Unsp/Adrs,26170200000
EFX,Equifax Inc. Common Stock,26044318599
WEGZY,WEG S.A. Sponsored ADRs,25771532508
EPAM,EPAM Systems Inc. Common Stock,25672288944
K,Kellogg Company Common Stock,25647907776
CLR,Continental Resources Inc. Common Stock,25611100049
FITB,Fifth Third Bancorp Common Stock,25600331120
SSREY,Swiss Re AG Sponsored ADRs,25577582971
CKHUY,CK Hutchison Holdings Unsp/Adrs,25576011615
SIRI,Sirius XM Holdings Inc. Common Stock,25545396117
ERIC,Ericsson American Depositary Shares,25538440000
EONGY,E.ON SE Sponsored ADRs,25406420000
IT,Gartner Inc. Common Stock,25368994730
VONOY,Vonovia Se Unsp/Adrs,25355780904
BKR,Baker Hughes Company Class A Common Stock,25283740532
CDW,CDW Corporation Common Stock,25281502369
TEF,Telefonica SA Common Stock,25006778609
AEE,Ameren Corporation Common Stock,24970503130
LEN,Lennar Corporation Class A Common Stock,24957244132
FNV,Franco-Nevada Corporation,24931061946
ASHTY,Ashtead Group plc Unsp/Adrs,24883839112
ZS,Zscaler Inc. Common Stock,24869949060
DRE,Duke Realty Corporation Common Stock,24863242297
YAHOY,Z Holdings Corp Uns/Adrs,24839448308
MKC,McCormick & Company Incorporated Common Stock,24702079102
CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,24698594207
CTRA,Coterra Energy Inc. Common Stock,24641521762
WTW,Willis Towers Watson Public Limited Company Ordinary Shares,24613258524
MPWR,Monolithic Power Systems Inc. Common Stock,24592055320
CJPRY,Central Japan Railway Unsp/Adrs,24579920000
ETR,Entergy Corporation Common Stock,24502536628
FTV,Fortive Corporation Common Stock ,24492744939
MKKGY,Merck KGaA Sponsored ADRs,24468788981
CQP,Cheniere Energy Partners LP Cheniere Energy Partners LP Common Units,24351404558
ANSS,ANSYS Inc. Common Stock,24346794786
CODYY,Compagnie de Saint-Gobain Unsp/Adrs,24286897175
PCG,Pacific Gas & Electric Co. Common Stock,24247215606
ASAZY,Assa Abloy Unsp/Adrs,24160653359
BDORY,Banco do Brasil S.A. Sponsored ADRs,24141138394
MDB,MongoDB Inc. Class A Common Stock,24080691001
RJF,Raymond James Financial Inc. Common Stock,24044776644
TSCDY,TESCO PLC S/ADRs,24034774580
ZBH,Zimmer Biomet Holdings Inc. Common Stock,24000797778
WST,West Pharmaceutical Services Inc. Common Stock,23836792794
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,23830986958
NET,Cloudflare Inc. Class A Common Stock,23828349384
INVH,Invitation Homes Inc. Common Stock,23680448980
VMC,Vulcan Materials Company (Holding Company) Common Stock,23627577707
FE,FirstEnergy Corp. Common Stock,23516699789
GMAB,Genmab A/S ADS,23485842834
TTM,Tata Motors Ltd Tata Motors Limited,23460608286
DASH,DoorDash Inc. Class A Common Stock,23428365462
PAYC,Paycom Software Inc. Common Stock,23318297613
SSEZY,SSE plc Sponsored ADRs,23286052360
NU,Nu Holdings Ltd. Class A Ordinary Shares,23234342272
LH,Laboratory Corporation of America Holdings Common Stock,23213934000
MIELY,Mitsubishi Elec Unsp/Adrs,23168304746
URI,United Rentals Inc. Common Stock,23146988054
LUV,Southwest Airlines Company Common Stock,23113441953
TSCO,Tractor Supply Company Common Stock,22959228882
HIG,Hartford Financial Services Group Inc. (The) Common Stock,22954750755
CLPBY,Coloplast A/S Sponsored ADRs,22938300000
RCI,Rogers Communication Inc. Common Stock,22908461678
MLM,Martin Marietta Materials Inc. Common Stock,22892462515
AMKBY,A.P Moller-Mrs Uns/Adrs,22865911975
UNICY,Unicharm Corporation Sponsored ADRs,22784619507
PDYPY,Flutter Entertainment Unsp/Adrs,22760875023
PPL,PPL Corporation Common Stock,22746762039
GPC,Genuine Parts Company Common Stock,22650982064
VRSN,VeriSign Inc. Common Stock,22617714030
FANG,Diamondback Energy Inc. Commmon Stock,22583562956
CRHKY,China Resources Beer (Holdings) Co. Ltd. Sponsored ADRs,22547029497
KBCSY,KBC Group NV Unsp/Adrs,22445012593
HEI,Heico Corporation Common Stock,22408451694
TTNDY,Techtronic Industries Co. Ltd. Sponsored ADRs,22386740224
ALGN,Align Technology Inc. Common Stock,22196370368
HKHHY,Heineken Holding N.V. Sponsored ADRs,22189844143
FTS,Fortis Inc. Common Shares,22156524000
DAL,Delta Air Lines Inc. Common Stock,22114916192
LGRDY,Legrand Sa Unsp/Adrs,22092509369
GELYY,Geely Autombl Hl Unsp/Adrs,22080935351
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),22068774381
SDVKY,Sandvik AB Sponsored ADRs Class B,22064648386
SPOT,Spotify Technology S.A. Ordinary Shares,22038277766
IMBBY,Imperial Brands PLC Sponsored ADRs,22030459781
LYV,Live Nation Entertainment Inc. Common Stock,22001321732
KYOCY,Kyocera Corporation Sponsored ADRs,21890549083
COIN,Coinbase Global Inc. Class A Common Stock,21860793000
EC,Ecopetrol S.A. American Depositary Shares,21771289833
MT,Arcelor Mittal NY Registry Shares NEW,21664345173
ZTO,ZTO Express (Cayman) Inc. American Depositary Shares each representing one Class A ordinary share.,21563192879
CHD,Church & Dwight Company Inc. Common Stock,21541081921
KAOOY,Kao Corp Unsp/Adrs,21517500000
RF,Regions Financial Corporation Common Stock,21456112354
MAA,Mid-America Apartment Communities Inc. Common Stock,21433752158
NTRS,Northern Trust Corporation Common Stock,21400606795
CF,CF Industries Holdings Inc. Common Stock,21354558076
IR,Ingersoll Rand Inc. Common Stock,21343792617
KMTUY,Komatsu Ltd. Sponsored ADRs,21331355936
STE,STERIS plc (Ireland) Ordinary Shares,21299032197
ULTA,Ulta Beauty Inc. Common Stock,21206545557
TTWO,Take-Two Interactive Software Inc. Common Stock,21151772133
WOPEY,Woodside Petroleum Ltd Sponsored ADRs,21096548845
CLPHY,CLP Holdings Limited Sponsored ADRs,20957505530
UNCRY,UniCredit Spa Unsp/Adrs,20950187700
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),20885119680
PCRFY,Panasonic Corp S/Adrs,20833324862
ARGX,argenx SE American Depositary Shares,20785166390
BR,Broadridge Financial Solutions Inc. Common Stock,20766733289
PWR,Quanta Services Inc. Common Stock,20763077620
SNAP,Snap Inc. Class A Common Stock,20711016263
HBAN,Huntington Bancshares Incorporated Common Stock,20666644950
ZI,ZoomInfo Technologies Inc Common Stock,20633536452
EVVTY,Evolution Gaming Unsp/Adrs,20618400373
LGGNY,Legal & General Group Plc Sponsored ADRs,20581506252
SUI,Sun Communities Inc. Common Stock,20579283664
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,20513735968
GIB,CGI Inc. Common Stock,20495470317
CMS,CMS Energy Corporation Common Stock,20459904344
EDPFY,EDP-Energias de Portugal SA Sponsored ADRs,20415325839
SCGLY,Societe Generale S.A. Sponsored ADRs,20269728105
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),20205222821
DOV,Dover Corporation Common Stock,20161500870
AEM,Agnico Eagle Mines Limited Common Stock,20123984026
FOXA,Fox Corporation Class A Common Stock,20054112488
KUBTY,Kubota Corporation Sponsored ADRs,20039321324
PFG,Principal Financial Group Inc Common Stock,20035332359
UI,Ubiquiti Inc. Common Stock,19990624428
IX,Orix Corp Ads Common Stock,19975792388
EJPRY,East Japan Rwy Unsp/Adrs,19972971475
MITEY,Mitsubishi Estate Unsp/Adrs,19967719431
WAT,Waters Corporation Common Stock,19949341592
JBHT,J.B. Hunt Transport Services Inc. Common Stock,19913409660
OTSKY,Otsuka Holdings Co Adrs,19858947965
AGR,Avangrid Inc. Common Stock,19839596506
MOS,Mosaic Company (The) Common Stock,19811893966
YUMC,Yum China Holdings Inc. Common Stock,19765083978
BALL,Ball Corporation Common Stock,19734172093
HPE,Hewlett Packard Enterprise Company Common Stock,19710843002
CFG,Citizens Financial Group Inc. Common Stock,19697141293
VTR,Ventas Inc. Common Stock,19593073753
OEZVY,VERBUND AG Sponsored ADRs,19559850521
PSNY,Polestar Automotive Holding UK PLC Class A ADS,19460714570
MGDDY,Michelin Cie Gen Unsp/Adrs,19452677832
ICLR,ICON plc Ordinary Shares,19365571130
CHWY,Chewy Inc. Class A Common Stock,19343710733
GBERY,Geberit Ag Unsp/Adrs,19311153454
MOH,Molina Healthcare Inc Common Stock,19299973000
KNYJY,Kone Oyj B Unsp/Adrs,19233262561
RPRX,Royalty Pharma plc Class A Ordinary Shares ,19227926271
BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,19182879495
KRYAY,Kerry Group Plc Sponsored ADRs,19162793041
ESS,Essex Property Trust Inc. Common Stock,19161522609
BRO,Brown & Brown Inc. Common Stock,19140929350
GRMN,Garmin Ltd. Common Stock (Switzerland),19136759817
AMCR,Amcor plc Ordinary Shares,19115192462
TLPFY,Teleperformance Unsp/Adrs,19093667132
CTLT,Catalent Inc. Common Stock,19052159225
TDY,Teledyne Technologies Incorporated Common Stock,18900154732
XPEV,XPeng Inc. American depositary shares each representing two Class A ordinary shares,18856310293
PARAA,Paramount Global Class A Common Stock,18823915022
PODD,Insulet Corporation Common Stock,18813230582
CAH,Cardinal Health Inc. Common Stock,18743002506
PLTR,Palantir Technologies Inc. Class A Common Stock,18726339291
PKI,PerkinElmer Inc. Common Stock,18691419244
HOKCY,Hong Kong & China Gas Co. Ltd. Sponsored ADRs,18659870098
HVRRY,Hannover Ruck SE Sponsored ADRs,18625021375
UPMMY,UPM-Kymmene Corp Unsponsored ADRs,18606026467
MTCH,Match Group Inc. Common Stock,18574953371
BBY,Best Buy Co. Inc. Common Stock,18558380105
LPLA,LPL Financial Holdings Inc. Common Stock,18547814021
DB,Deutsche Bank AG Common Stock,18518287254
FOX,Fox Corporation Class B Common Stock,18500781731
SCHYY,Sands China Ltd Unsp/Adrs,18492936568
QSR,Restaurant Brands International Inc. Common Shares,18461782929
XYL,Xylem Inc. Common Stock New,18432489073
LBRDA,Liberty Broadband Corporation Class A Common Stock,18428825310
LBRDK,Liberty Broadband Corporation Class C Common Stock,18428825310
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),18417006738
BGNE,BeiGene Ltd. American Depositary Shares,18386747966
TECK,Teck Resources Ltd Ordinary Shares,18326681316
KEY,KeyCorp Common Stock,18317108520
ROL,Rollins Inc. Common Stock,18314611536
CLX,Clorox Company (The) Common Stock,18303225759
FLT,FleetCor Technologies Inc. Common Stock,18276408702
PEXNY,PTT Exploration & Production Plc Sponsored ADRs,18256176361
MGA,Magna International Inc. Common Stock,18244861273
REPYY,Repsol SA Sponsored ADRs,18242094426
VFC,V.F. Corporation Common Stock,18114810276
EXPD,Expeditors International of Washington Inc. Common Stock,18109031778
SZKMY,Suzuki Motor Co Unsp/Adrs,18063478194
WRB,W.R. Berkley Corporation Common Stock,18062438570
SPLK,Splunk Inc. Common Stock,18006319000
GBOOY,Grupo Financiero Banorte SAB de CV Sponsored ADRs Class O,17987002240
ZBRA,Zebra Technologies Corporation Class A Common Stock,17979684088
ACGL,Arch Capital Group Ltd. Common Stock,17967415789
VEOEY,Veolia Environnement SA Sponsored ADRs,17962658798
SSUMY,Sumitomo Corporation Sponsored ADRs,17905133272
SWKS,Skyworks Solutions Inc. Common Stock,17875674965
TRMB,Trimble Inc. Common Stock,17870178200
EXPE,Expedia Group Inc. Common Stock,17855739471
SGSOY,SGS SA Adrs,17853166224
HOLX,Hologic Inc. Common Stock,17850688115
EQT,EQT Corporation Common Stock,17826402409
UMC,United Microelectronics Corporation (NEW) Common Stock,17749404000
SEDG,SolarEdge Technologies Inc. Common Stock,17569954548
MTNOY,MTN Group Limited Sponsored ADRs,17542551447
HLUYY,H. Lundbeck A/S Sponsored ADRs,17525043536
SGBLY,Standard Bank Group Limited Sponsored ADRs,17467533588
MRO,Marathon Oil Corporation Common Stock,17409195131
CNHI,CNH Industrial N.V. Common Shares,17406314450
J,Jacobs Engineering Group Inc. Common Stock,17378830179
AES,The AES Corporation Common Stock,17377707963
HUBS,HubSpot Inc. Common Stock,17350676157
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,17318650742
AVIFY,Advanced Info Service Public Co. Ltd. Sponsored ADRs,17278508846
MKL,Markel Corporation Common Stock,17256889050
FDS,FactSet Research Systems Inc. Common Stock,17251492786
GNRC,Generac Holdlings Inc. Common Stock,17209831389
BMRN,BioMarin Pharmaceutical Inc. Common Stock,17197167550
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),17142300000
RYAAY,Ryanair Holdings plc American Depositary Shares,17084512051
SVNLY,Svenska Handelsbanken AB Uns/Adrs,17075143509
HLDCY,Henderson Land Development Co. Ltd. Sponsored ADRs,17041682251
SYF,Synchrony Financial Common Stock,17039816714
CINF,Cincinnati Financial Corporation Common Stock,17024916574
SOTGY,Sunny Optical Tech Adrs,16968264859
NSANY,Nissan Motor Co Ltd Sponsored ADRs,16946171175
CAG,ConAgra Brands Inc. Common Stock,16942440081
HENKY,Henkel AG & Co. KGaA Sponsored ADRs,16897123710
PARA,Paramount Global Class B Common Stock,16857140452
TYL,Tyler Technologies Inc. Common Stock,16830440168
PHG,Koninklijke Philips N.V. NY Registry Shares,16799161899
WPC,W. P. Carey Inc. REIT,16743804111
NTAP,NetApp Inc. Common Stock,16697665108
SSDOY,Shiseido CompanyLimited Sponsored ADRs,16652000000
TCOM,Trip.com Group Limited American Depositary Shares,16640690996
SSLZY,Santos Limited Sponsored ADRs,16542366449
IEX,IDEX Corporation Common Stock,16541100251
AVTR,Avantor Inc. Common Stock,16540186494
DRI,Darden Restaurants Inc. Common Stock,16511084586
PLUG,Plug Power Inc. Common Stock,16435427465
ATO,Atmos Energy Corporation Common Stock,16414892617
IP,International Paper Company Common Stock,16359579023
CSL,Carlisle Companies Incorporated Common Stock,16326373984
TELNY,Telenor ASA Sponsored ADRs,16317680665
INCY,Incyte Corp. Common Stock,16307198910
AVY,Avery Dennison Corporation Common Stock,16302000057
EVRG,Evergy Inc. Common Stock,16279188899
SGIOY,Shionogi & Co Unsp/Adrs,16264797813
TER,Teradyne Inc. Common Stock,16169290506
SYIEY,Symrise Ag Unsp/Adrs,16157649442
COO,The Cooper Companies Inc. Common Stock,16131551154
LNT,Alliant Energy Corporation Common Stock,16094716926
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,16072398695
HWM,Howmet Aerospace Inc. Common Stock,16064617581
OKTA,Okta Inc. Class A Common Stock,16057194171
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,15995412667
IEP,Icahn Enterprises L.P. Common Stock,15986910106
TRGP,Targa Resources Inc. Common Stock,15979671210
CHKP,Check Point Software Technologies Ltd. Ordinary Shares,15966793481
STLD,Steel Dynamics Inc.,15931097375
LKQ,LKQ Corporation Common Stock,15915009421
DGX,Quest Diagnostics Incorporated Common Stock,15907320000
TS,Tenaris S.A. American Depositary Shares,15884123048
SHZHY,Shenzhou Intl Grp Uns/Adrs,15858996288
ASBFY,Associated British Foods plc Sponsored ADRs,15841400402
BMBOY,Grupo Bimbo SAB de CV Sponsored ADRs,15798252326
TRU,TransUnion Common Stock,15776800000
AVVIY,Aviva plc Sponsored ADRs,15756295638
SWMAY,Swedish Match Ab Unsp/Adrs,15738000000
ATLCY,Atlas Copco AB Sponsored ADRs Class B,15733630403
UDR,UDR Inc. Common Stock,15732198796
KMX,CarMax Inc,15716050050
ENTG,Entegris Inc. Common Stock,15692151869
SSNC,SS&C Technologies Holdings Inc. Common Stock,15684312450
POOL,Pool Corporation Common Stock,15666955610
BILL,Bill.com Holdings Inc. Common Stock,15577620376
AKAM,Akamai Technologies Inc. Common Stock,15517542682
VDMCY,Vodacom Group Limited Sponsored ADRs,15476341621
ASMIY,ASM International N.V. ADRs,15473959003
SWK,Stanley Black & Decker Inc. Common Stock,15469345739
SWDBY,Swedbank AB Sponsored ADRs Class A,15451878105
BIO,Bio-Rad Laboratories Inc. Class A Common Stock,15424039710
JMHLY,Jardine Matheson Holdings Limited Sponsored ADRs,15415313586
KNBWY,Kirin Holdings Company Limited Sponsored ADRs,15355200000
CPT,Camden Property Trust Common Stock,15319828791
BG,Bunge Limited Bunge Limited,15277878869
TW,Tradeweb Markets Inc. Class A Common Stock,15274027024
CPB,Campbell Soup Company Common Stock,15266235537
ACI,Albertsons Companies Inc. Class A Common Stock,15261938019
WDC,Western Digital Corporation Common Stock,15257536093
U,Unity Software Inc. Common Stock,15243860294
LSRCY,Lasertec Corp Unsp/Adrs,15231967920
MGM,MGM Resorts International Common Stock,15175981501
PEAK,Healthpeak Properties Inc. Common Stock,15166951571
CHRW,C.H. Robinson Worldwide Inc. Common Stock,15115401467
AJINY,Ajinomoto Co Unsp/Adrs,15097649681
NPSCY,NIPPON STEEL CORP. Sponsored ADRs,15091103864
WMG,Warner Music Group Corp. Class A Common Stock,15064476502
TEZNY,Terna Rete Elettrica Adrs,15026030187
OMC,Omnicom Group Inc. Common Stock,14998587034
PINS,Pinterest Inc. Class A Common Stock,14968220449
DPZ,Domino's Pizza Inc Common Stock,14962294530
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,14954120786
SJM,J.M. Smucker Company (The) New Common Stock,14845696923
JKHY,Jack Henry & Associates Inc. Common Stock,14825191870
TTDKY,TDK Corporation Sponsored ADRs,14773335126
WPM,Wheaton Precious Metals Corp Common Shares (Canada),14704509613
PCTY,Paylocity Holding Corporation Common Stock,14689646311
TLSNY,Telia Company Ab Unsp/Adrs,14681777810
TWLO,Twilio Inc. Class A Common Stock,14659715385
PKX,POSCO Holdings Inc. American Depositary Shares (Each representing 1/4th of a share of Common Stock),14632823227
TXT,Textron Inc. Common Stock,14625665556
NVR,NVR Inc. Common Stock,14606544697
ETSY,Etsy Inc. Common Stock,14548771610
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,14516480890
L,Loews Corporation Common Stock,14508069253
UCBJY,UCB SA Unsp/Adrs,14506231974
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),14485113289
KIM,Kimco Realty Corporation Common Stock,14448999311
NVZMY,Novozymes A/S Unsp/Adrs,14442144220
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,14434149156
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,14427567237
CABGY,Carlsberg A/S Sponsored ADRs Class B,14282205006
PTC,PTC Inc. Common Stock,14281593003
NICE,NICE Ltd American Depositary Shares,14260311017
BEN,Franklin Resources Inc. Common Stock,14227841224
FMC,FMC Corporation Common Stock,14217284755
TECH,Bio-Techne Corp Common Stock,14180952551
NDSN,Nordson Corporation Common Stock,14170329938
FSNUY,Fresenius SE & Co. KGaA Sponsored ADRs,14137255653
ELS,Equity Lifestyle Properties Inc. Common Stock,14125053983
CBOE,Cboe Global Markets Inc. Common Stock,14124944500
AZPN,Aspen Technology Inc. Common Stock,14104832160
HZNP,Horizon Therapeutics Public Limited Company Ordinary Shares,14071204353
CS,Credit Suisse Group American Depositary Shares,14058569080
HST,Host Hotels & Resorts Inc. Common Stock,13973892852
WOLF,Wolfspeed Inc. Common Stock,13963305277
DOCU,DocuSign Inc. Common Stock,13946094000
WLK,Westlake Corporation Common Stock,13910885280
LDOS,Leidos Holdings Inc. Common Stock,13883502129
TPL,Texas Pacific Land Corporation Common Stock,13861085157
BKHYY,Bank Hapoalim BM Sponsored ADRs,13833589328
ESALY,Eisai Co. Ltd. Sponsored ADRs,13808157145
NLOK,NortonLifeLock Inc. Common Stock,13788122896
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,13782369422
SSMXY,Sysmex Corp Unsp/Asdr ADRs,13779215477
SOLVY,Solvay SA Sponsored ADRs,13774521722
WTRG,Essential Utilities Inc. Common Stock,13703519039
NHYDY,Norsk Hydro ASA Sponsored ADRs,13696768587
BXP,Boston Properties Inc. Common Stock,13657467184
OMVKY,OMV AG Sponsored ADRs,13637454534
FCNCA,First Citizens BancShares Inc. Class A Common Stock,13619760989
HGKGY,Power Assets Holdings Limited Sponsored ADRs,13608052306
PKG,Packaging Corporation of America Common Stock,13599788104
ARES,Ares Management Corporation Class A Common Stock,13573946841
NPNYY,Nippon Yusen Kabushiki Kaisha Sponsored ADRs,13553391311
SJR,Shaw Communications Inc. Common Stock,13543759758
KB,KB Financial Group Inc,13533931622
GRAB,Grab Holdings Limited Class A Ordinary Shares,13477012753
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,13411104740
GLPI,Gaming and Leisure Properties Inc. Common Stock,13404127989
GDDY,GoDaddy Inc. Class A Common Stock,13380187232
RGEN,Repligen Corporation Common Stock,13371032765
CTTAY,Continental AG Sponsored ADRs,13340399066
PUBGY,Publicis Groupe SA Sponsored ADRs,13335622260
MAS,Masco Corporation Common Stock,13281087368
GZPFY,Gazprom Neft PJSC Sponsored ADRs,13275638992
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,13249064313
SOUHY,South32 Ltd Spns/Adrs,13246571196
AR,Antero Resources Corporation Common Stock,13199342787
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),13168016606
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),13156182146
BAH,Booz Allen Hamilton Holding Corporation Common Stock,13110212536
KKPNY,Royal KPN NV Sponsored ADRs,13110083784
JBSAY,JBS S.A. Sponsored ADRs,13070250710
ICL,ICL Group Ltd. Ordinary Shares,13064582061
CRRFY,Carrefour SA Sponsored ADRs,13061971314
CTXS,Citrix Systems Inc. Common Stock,13061782564
OGZPY,Gazprom PJSC Sponsored ADRs,13020432095
CHK,Chesapeake Energy Corporation Common Stock,13004737518
OVV,Ovintiv Inc. (DE),12953173855
EMN,Eastman Chemical Company Common Stock,12937211598
FICO,Fair Isaac Corproation Common Stock,12898073081
NI,NiSource Inc Common Stock,12867858100
BZLFY,Bunzl plc Sponsored ADRs,12861036762
VTRS,Viatris Inc. Common Stock,12838541956
SSL,Sasol Ltd. American Depositary Shares,12815919288
AKZOY,Akzo Nobel N.V. Sponsored ADRs,12798660490
UAL,United Airlines Holdings Inc. Common Stock,12762647904
HTHT,H World Group Limited American Depositary Shares,12702188549
ABMD,ABIOMED Inc. Common Stock,12692181984
SBNY,Signature Bank Common Stock,12689438459
CE,Celanese Corporation Celanese Corporation Common Stock,12662395486
AAP,Advance Auto Parts Inc.,12582157289
QBIEY,QBE Insurance Group Limited Sponsored ADRs,12563197420
FSLR,First Solar Inc. Common Stock,12557749266
WMS,Advanced Drainage Systems Inc. Common Stock,12555376069
CG,The Carlyle Group Inc. Common Stock,12509947768
NFE,New Fortress Energy Inc. Class A Common Stock,12505264002
SDXAY,Sodexo SA Sponsored ADRs,12441506091
PGY,Pagaya Technologies Ltd. Class A Ordinary Shares,12417834456
CCK,Crown Holdings Inc.,12383954409
SUTNY,Sumitomo Mitsui Trust Holdings Inc Sponsored ADRs,12369605862
DAR,Darling Ingredients Inc. Common Stock,12362286612
FHN,First Horizon Corporation Common Stock,12360979345
RPM,RPM International Inc. Common Stock,12353887872
SNA,Snap-On Incorporated Common Stock,12353356138
LZRFY,Localiza Rent A Car S.A. Sponsored ADRs,12352880028
APA,APA Corporation Common Stock,12345483038
CCL,Carnival Corporation Common Stock,12336265159
AFTPY,Afterpay Ltd ADRs,12225730625
OMRNY,OMRON Corporation Sponsored ADRs,12215883769
TAP,Molson Coors Beverage Company Class B Common Stock,12172203632
TMSNY,Temenos AG Sponsored ADRs,12157451475
RTOKY,Rentokil Initial plc Sponsored ADRs,12137280268
EQH,Equitable Holdings Inc. Common Stock,12127410285
SKHSY,Sekisui House Ltd. Sponsored ADRs,12125744183
NCMGY,Newcrest Mining Limited Sponsored ADRs,12101819997
RS,Reliance Steel & Aluminum Co. Common Stock (DE),12084837884
HUBB,Hubbell Inc Common Stock,12014754995
BBSEY,BB Seguridade Participacoes SA Sponsored ADRs,12000000000
AER,AerCap Holdings N.V. Ordinary Shares,11991113331
GGG,Graco Inc. Common Stock,11977876231
XP,XP Inc. Class A Common Stock,11945176048
DNKEY,Danske Bank A/S Sponsored ADRs,11932635155
WSO,Watsco Inc. Common Stock,11902342092
HENOY,Henkel AG & Co. KGaA Sponsored ADRs Pfd,11865647475
LW,Lamb Weston Holdings Inc. Common Stock ,11854755852
DT,Dynatrace Inc. Common Stock,11829351769
IPG,Interpublic Group of Companies Inc. (The) Common Stock,11825672238
BLDR,Builders FirstSource Inc. Common Stock,11822219923
DINO,HF Sinclair Corporation Common Stock,11806620473
STBFY,Suntory Beverage & Food Limited Unsp/Adrs,11735820000
AFG,American Financial Group Inc. Common Stock,11707485717
SNLAY,Sino Land Co. Ltd. Sponsored ADRs,11700726012
ERIE,Erie Indemnity Company Class A Common Stock,11595278229
MHGVY,Mowi ASA Sponsored ADRs,11588459549
SINGY,Singapore Airlns Unsp/Adrs,11582931543
BSY,Bentley Systems Incorporated Class B Common Stock,11579006100
REXR,Rexford Industrial Realty Inc. Common Stock,11569086657
